线路,临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
182路,,沪A68397D,1,金杨路金口路,08:45,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:41,09:21,SHMAAS,,,,,08:45,计划发车,D,待确认,否,3,1,72.0,7/11
182路,,沪A13735A,0,川沙客运站,08:50,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,08:50,计划发车,D,待确认,否,3,1,71.0,6/11
182路,,沪A55712D,1,金杨路金口路,09:00,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,09:00,计划发车,D,待确认,否,3,2,70.0,3/11
182路,,沪A68870D,1,金杨路金口路,09:15,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:11,09:21,SHMAAS,,,,,09:15,计划发车,D,待确认,否,2,1,70.0,3/11
182路,,沪A67353D,0,川沙客运站,09:18,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,09:18,计划发车,D,待确认,否,3,2,73.5,10/11
182路,,沪A67983D,1,金杨路金口路,09:35,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,09:35,计划发车,D,待确认,否,3,2,72.5,9/11
182路,,沪A31073D,0,川沙客运站,09:46,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,09:46,计划发车,D,待确认,否,3,2,69.0,2/11
182路,,沪A66513D,1,金杨路金口路,09:55,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,09:55,计划发车,D,待确认,否,3,1,72.0,7/11
182路,,沪A32298D,0,川沙客运站,10:14,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:11,09:21,SHMAAS,,,,,10:14,计划发车,D,待确认,否,3,2,75.0,11/11
182路,,沪A13735A,1,金杨路金口路,10:15,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:21,SHMAAS,,,,,10:15,计划发车,D,待确认,否,3,1,71.0,6/11
182路,,沪A68397D,0,川沙客运站,10:42,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:41,09:21,SHMAAS,,,,,10:42,计划发车,D,待确认,否,3,1,72.0,7/11
浦东35路,,沪A15330A,0,东高路张杨北路,06:05,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,06:05,计划发车,D,待确认,否,2,0,,—/27
浦东35路,,沪A65668D,1,康恩路康浦路,06:10,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:13,123分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,09:20,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,2,1,123.0,2/27
浦东35路,,沪A68375D,0,东高路张杨北路,06:18,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:20,122分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,09:20,SHMAAS,,,,,06:18,计划发车,A,终点ETA确认/一致估算,是,2,1,122.0,1/27
浦东35路,,沪A57051D,1,康恩路康浦路,06:31,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:39,128分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,09:20,SHMAAS,,,,,06:31,计划发车,A,终点ETA确认/一致估算,是,2,1,128.0,7/27
浦东35路,,沪A62217D,0,东高路张杨北路,06:31,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:36,125分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,09:20,SHMAAS,,,,,06:31,计划发车,A,终点ETA确认/一致估算,是,2,1,125.0,4/27
浦东35路,,沪A66883D,1,康恩路康浦路,06:42,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:51,129分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,09:20,SHMAAS,,,,,06:42,计划发车,A,终点ETA确认/一致估算,是,2,1,129.0,8/27
浦东35路,,沪A68261D,0,东高路张杨北路,06:42,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:46,124分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,09:20,SHMAAS,,,,,06:42,计划发车,A,终点ETA确认/一致估算,是,2,1,124.0,3/27
浦东35路,,沪A11062A,0,东高路张杨北路,06:54,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:04,130分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:21,09:20,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,2,1,130.0,10/27
浦东35路,,沪A71572D,1,康恩路康浦路,06:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:03,129分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,09:20,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,2,1,129.0,8/27
浦东35路,,沪A02316D,0,东高路张杨北路,07:06,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:13,127分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:40,09:11,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,1,1,127.0,6/27
浦东35路,,沪A70597D,1,康恩路康浦路,07:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:22,136分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:40,09:20,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,2,1,136.0,11/27
浦东35路,,沪A15790A,0,东高路张杨北路,07:18,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:23,125分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:51,09:20,SHMAAS,,,,,07:18,计划发车,A,终点ETA确认/一致估算,是,1,1,125.0,4/27
浦东35路,,沪A95621D,1,康恩路康浦路,07:18,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:51,09:20,SHMAAS,,,,,07:18,计划发车,D,待确认,否,2,0,,—/27
浦东35路,,沪A05218D,0,东高路张杨北路,07:30,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:01,09:20,SHMAAS,,,,,07:30,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A73927D,1,康恩路康浦路,07:30,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:01,09:20,SHMAAS,,,,,07:30,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A36993D,1,康恩路康浦路,07:42,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:11,09:20,SHMAAS,,,,,07:42,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A67672D,0,东高路张杨北路,07:42,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:31,09:20,SHMAAS,,,,,07:42,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A51682D,0,东高路张杨北路,07:54,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:20,09:20,SHMAAS,,,,,07:54,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A72873D,1,康恩路康浦路,07:54,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:20,09:20,SHMAAS,,,,,07:54,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A09172D,1,康恩路康浦路,08:06,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,08:06,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A37823D,0,东高路张杨北路,08:06,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:51,09:20,SHMAAS,,,,,08:06,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A62880D,0,东高路张杨北路,08:18,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,08:18,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A67057D,1,康恩路康浦路,08:18,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:01,09:20,SHMAAS,,,,,08:18,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A67712D,1,康恩路康浦路,08:28,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,08:28,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A02891D,0,东高路张杨北路,08:30,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,08:30,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A15330A,1,康恩路康浦路,08:38,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,08:38,计划发车,D,待确认,否,2,0,,—/27
浦东35路,,沪A65668D,0,东高路张杨北路,08:45,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,08:45,计划发车,D,待确认,否,2,1,123.0,2/27
浦东35路,,沪A62981D,1,康恩路康浦路,08:48,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:11,09:20,SHMAAS,,,,,08:48,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A57051D,0,东高路张杨北路,09:00,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,09:00,计划发车,D,待确认,否,2,1,128.0,7/27
浦东35路,,沪A68375D,1,康恩路康浦路,09:00,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,09:00,计划发车,D,待确认,否,2,1,122.0,1/27
浦东35路,,沪A62217D,1,康恩路康浦路,09:15,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,09:15,计划发车,D,待确认,否,2,1,125.0,4/27
浦东35路,,沪A66883D,0,东高路张杨北路,09:15,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,09:20,SHMAAS,,,,,09:15,计划发车,D,待确认,否,2,1,129.0,8/27
浦东35路,,沪A68261D,1,康恩路康浦路,09:30,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:11,09:20,SHMAAS,,,,,09:30,计划发车,D,待确认,否,2,1,124.0,3/27
浦东35路,,沪A71572D,0,东高路张杨北路,09:30,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:11,09:20,SHMAAS,,,,,09:30,计划发车,D,待确认,否,2,1,129.0,8/27
浦东35路,,沪A79307D,1,康恩路康浦路,09:38,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,09:11,09:20,SHMAAS,,,,,09:38,计划发车,D,待确认,否,1,0,,—/27
浦东35路,,沪A11062A,1,康恩路康浦路,09:45,东高路张杨北路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:21,09:20,SHMAAS,,,,,09:45,计划发车,D,待确认,否,2,1,130.0,10/27
浦东35路,,沪A70597D,0,东高路张杨北路,09:45,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:40,09:20,SHMAAS,,,,,09:45,计划发车,D,待确认,否,2,1,136.0,11/27
浦东35路,,沪A95621D,0,东高路张杨北路,10:00,康恩路康浦路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:51,09:20,SHMAAS,,,,,10:00,计划发车,D,待确认,否,2,0,,—/27
浦东78路,,沪A55150D,0,港城路地铁站,06:20,锦带路迎春路（浦东新区办公中心）,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:00,09:20,SHMAAS,,,,,06:20,计划发车,D,待确认,否,3,0,,—/14
浦东78路,,沪A55207D,1,锦带路迎春路（浦东新区办公中心）,06:40,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:51,71分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:30,09:20,SHMAAS,,,,,06:40,计划发车,A,终点ETA确认/一致估算,是,3,1,71.0,1/14
浦东78路,,沪A36809D,0,港城路地铁站,06:45,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:08,83分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:00,09:20,SHMAAS,,,,,06:45,计划发车,A,终点ETA确认/一致估算,是,2,2,84.0,5/14
浦东78路,,沪A35616D,1,锦带路迎春路（浦东新区办公中心）,07:00,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:25,85分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:30,09:20,SHMAAS,,,,,07:00,计划发车,A,终点ETA确认/一致估算,是,3,1,85.0,7/14
浦东78路,,沪A35591D,0,港城路地铁站,07:10,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:35,85分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:00,09:20,SHMAAS,,,,,07:10,计划发车,A,终点ETA确认/一致估算,是,2,1,85.0,7/14
浦东78路,,沪A66391D,1,锦带路迎春路（浦东新区办公中心）,07:20,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:41,81分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:00,09:20,SHMAAS,,,,,07:20,计划发车,A,终点ETA确认/一致估算,是,2,1,81.0,3/14
浦东78路,,沪A56630D,0,港城路地铁站,07:35,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:55,80分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:30,09:10,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,2,1,80.0,2/14
浦东78路,,沪A55150D,1,锦带路迎春路（浦东新区办公中心）,07:40,港城路地铁站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:00,09:20,SHMAAS,,,,,07:40,计划发车,D,待确认,否,3,0,,—/14
浦东78路,,沪A59117D,0,港城路地铁站,07:55,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:19,84分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:50,09:20,SHMAAS,,,,,07:55,计划发车,A,终点ETA确认/一致估算,是,2,1,84.0,5/14
浦东78路,,沪A35172D,1,锦带路迎春路（浦东新区办公中心）,08:00,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:21,81分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:10,09:20,SHMAAS,,,,,08:00,计划发车,A,终点ETA确认/一致估算,是,2,1,81.0,3/14
浦东78路,,沪A36809D,1,锦带路迎春路（浦东新区办公中心）,08:15,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:40,85分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:00,09:20,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,2,2,84.0,5/14
浦东78路,,沪A55207D,0,港城路地铁站,08:15,锦带路迎春路（浦东新区办公中心）,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:30,09:20,SHMAAS,,,,,08:15,计划发车,D,待确认,否,3,1,71.0,1/14
浦东78路,,沪A57022D,1,锦带路迎春路（浦东新区办公中心）,08:30,港城路地铁站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:50,09:20,SHMAAS,,,,,08:30,计划发车,D,待确认,否,1,0,,—/14
浦东78路,,沪A35616D,0,港城路地铁站,08:31,锦带路迎春路（浦东新区办公中心）,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:30,09:20,SHMAAS,,,,,08:31,计划发车,D,待确认,否,3,1,85.0,7/14
浦东78路,,沪A35186D,0,港城路地铁站,08:45,锦带路迎春路（浦东新区办公中心）,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,08:00,09:20,SHMAAS,,,,,08:45,计划发车,D,待确认,否,1,0,,—/14
浦东78路,,沪A35591D,1,锦带路迎春路（浦东新区办公中心）,08:45,港城路地铁站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:00,09:20,SHMAAS,,,,,08:45,计划发车,D,待确认,否,2,1,85.0,7/14
浦东78路,,沪A52736D,1,锦带路迎春路（浦东新区办公中心）,09:00,港城路地铁站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,08:20,09:20,SHMAAS,,,,,09:00,计划发车,D,待确认,否,1,0,,—/14
